Customer_ID,Customer_Name,Highest_Single_Order
PR-18880,"Patrick Ryan",568.73
LC-17050,"Liz Carlisle",866.40
CS-12490,"Cindy Schnelling",562.29
DH-13075,"Dave Hallsten",1087.94
JO-15145,"Jack O'Briant",1565.88
AH-10690,"Anna Häberlin",2275.50
HJ-14875,"Heather Jas",163.88
MH-17455,"Mark Hamilton",1424.90
RD-19930,"Russell D'Ascenzo",623.96
SC-20020,"Sam Craven",577.58
SU-20665,"Stephanie Ulpright",959.98
FC-14335,"Fred Chung",1640.70
RB-19330,"Randy Bradley",657.93
NC-18535,"Nick Crebassa",4799.98
DB-12970,"Darren Budd",866.65
VF-21715,"Vicky Freymann",634.12
MF-17665,"Maureen Fritzler",551.99
RM-19750,"Roland Murray",71.97
VM-21835,"Vivian Mathis",129.98
EJ-13720,"Ed Jacobs",1049.44
NC-18415,"Nathan Cano",1525.19
LS-17230,"Lycoris Saunders",197.37
KE-16420,"Katrina Edelman",599.90
DH-13675,"Duane Huffman",411.33
PF-19120,"Peter Fuller",4228.70
VT-21700,"Valerie Takahito",563.81
MG-17695,"Maureen Gnade",835.17
SP-20920,"Susan Pistek",1537.07
CS-12175,"Charles Sheldon",285.48
DK-12895,"Dana Kaydos",860.93
KM-16660,"Khloe Miller",196.78
AA-10645,"Anna Andreadi",1323.90
DD-13570,"Dorothy Dickinson",79.98
SW-20245,"Scot Wooten",239.36
AH-10465,"Amy Hunt",1352.40
TP-21565,"Tracy Poddar",650.35
EK-13795,"Eileen Kiefer",1198.33
CR-12820,"Cyra Reiten",438.34
SG-20890,"Susan Gilcrest",19.65
AH-10585,"Angele Hood",383.96
NF-18475,"Neil Französisch",269.98
BS-11365,"Bill Shonely",9099.93
SH-20635,"Stefanie Holloman",1403.92
RD-19720,"Roger Demir",268.70
AG-10330,"Alex Grayson",182.55
GR-14560,"Georgia Rosenberg",1025.88
VS-21820,"Vivek Sundaresam",602.65
TM-21490,"Tony Molinari",543.92
AG-10765,"Anthony Garverick",113.10
TS-21430,"Tom Stivers",1367.84
DB-13360,"Dennis Bolton",434.65
NR-18550,"Nick Radford",503.96
CS-11860,"Cari Schnelling",479.98
MF-18250,"Monica Federle",494.97
LW-17125,"Liz Willingham",756.80
AR-10345,"Alex Russell",523.76
KS-16300,"Karen Seio",48.78
AB-10015,"Aaron Bergman",341.96
LR-17035,"Lisa Ryan",791.96
SS-20410,"Shahid Shariari",1252.70
JM-15580,"Jill Matthias",105.55
JK-15325,"Jason Klamczynski",267.96
DM-13525,"Don Miller",772.68
ML-18265,"Muhammed Lee",79.98
MH-17290,"Marc Harrigan",776.85
FC-14245,"Frank Carlisle",1927.59
TH-21115,"Thea Hudgings",1554.94
JK-16090,"Juliana Krohn",2479.96
SB-20185,"Sarah Brown",2973.32
BG-11035,"Barry Gonzalez",1369.76
BW-11065,"Barry Weirich",46.15
MG-18205,"Mitch Gastineau",12.32
DO-13645,"Doug O'Connell",302.94
BP-11050,"Barry Pond",563.40
TS-21655,"Trudy Schmidt",913.43
EM-14200,"Evan Minnotte",298.12
AO-10810,"Anthony O'Donnell",161.28
MH-17440,"Mark Haberlin",241.50
SS-20515,"Shirley Schmidt",279.86
LD-16855,"Lela Donovan",5.30
VP-21760,"Victoria Pisteka",1875.26
TC-21145,"Theresa Coyne",512.96
IM-15055,"Ionia McGrath",2799.96
AR-10570,"Anemone Ratner",51.75
CM-12715,"Craig Molinari",1228.00
FW-14395,"Fred Wasserman",43.60
LC-16960,"Lindsay Castell",2676.67
HE-14800,"Harold Engle",174.95
BD-11560,"Brendan Dodson",151.96
HD-14785,"Harold Dahlen",104.58
CJ-11875,"Carl Jackson",16.52
RS-19870,"Roy Skaria",9.65
SC-20845,"Sung Chung",237.10
RE-19405,"Ricardo Emerson",48.36
SM-20905,"Susan MacKendrick",431.98
